sample_id,dataset_part,source,url,published_at,published_year,published_month,title,text_fragment,entity_mention,entity_norm,risk_type_candidate,found_risk_keywords,risk_type,entity_relevance,alert_flag,alert_reason,label_quality,risk_score_v1,split,review_status,review_comment
sample_000047,natural_sample,telegram_contest,https://lenta.ru/news/2020/05/07/lokokorona/,1588888140,2020,5,«Локомотив» сообщил о зараженных коронавирусом в клубе,"«Локомотив» сообщил о зараженных коронавирусом в клубе 7 мая также стало известно, что в связи с коронавирусом был госпитализирован владелец московского «Спартака»Леонид Федун. Тинькофф РПЛ была приостановлена 17 марта из-за распространения коронавируса. Пауза наступила также и в Футбольной национальной лиге и Профессиональной футбольной лиге.",Тинькофф,Т-Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000653,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/1813996,1425689113,2015,3,"""Мечел"" удивлен намерением ВТБ подать иск о банкротстве компании","""Мечел"" удивлен намерением ВТБ подать иск о банкротстве компании МОСКВА, 6 марта. /ТАСС/.",ВТБ,ВТБ,legal_regulatory,иск,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000165,natural_sample,taiga_fontanka,http://www.fontanka.ru/2015/12/25/033/,1451039160,2015,12,Арбитраж Петербурга рассмотрит жалобу Альфа-банка на введение наблюдения в «Трансаэро»,"Арбитраж Петербурга рассмотрит жалобу Альфа-банка на введение наблюдения в «Трансаэро» Альфа-банк подал апелляционную жалобу на определение суда, согласно которому в авиакомпании «Трансаэро» была введена процедура банкротства — наблюдение. Жалоба была подана в арбитражный суд Санкт-Петербурга и Ленинградской области 24 декабря.",Альфа-банк,Альфа-Банк,legal_regulatory,суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000465,natural_sample,buriy,http://www.rbc.ru/rbcfreenews/55f808e49a7947deae2ef2cc,1442319767,2015,9,Суд признал банкротом группу JFC Владимира Кехмана,"Суд признал банкротом группу JFC Владимира Кехмана В июле производство по делу было возобновлено. По данным на конец октября 2014 года в списке кредиторов JFC значились Сбербанк, Банк Москвы, Промсвязьбанк, банк «Уралсиб», Райффайзенбанк, Амстердам Трейд Банк Н. В. и ЮниКредит Банк. Общая сумма требований банков составляла 18,23 млрд руб.",Райффайзенбанк,Райффайзенбанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000036,natural_sample,lenta,https://lenta.ru/news/2016/02/20/600bln/,1455926400,2016,2,ЦБ выделит системно значимым банкам 600 миллиардов рублей,"ЦБ выделит системно значимым банкам 600 миллиардов рублей 20 октября 2015 года ЦБ опубликовал список системно значимых банков, на которые распространяются требования к соблюдению показателя краткосрочной ликвидности и достаточности капитала в соответствии с правилами «Базель-3». В перечень вошли Сбербанк, Газпромбанк, ВТБ, Альфа-банк, «Открытие», Росбанк, Промсвязьбанк, Райффайзенбанк, «Юникредит» и Россельхозбанк. Третья часть Базельского соглашения была разработана в ответ на недостатки в финансовом регулировании, выявленные кризисом конца 2000-х годов.",Росбанк,Росбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000730,risk_enriched_sample,buriy,http://podrobnosti.ua/economy/2014/09/24/994865.html,1411558077,2014,9,"Под новые санкции Японии попали Сбербанк, ВТБ и Газпромбанк","Под новые санкции Японии попали Сбербанк, ВТБ и Газпромбанк Правительство Японии ввело ограничения на операции с ценными бумагами Сбербанка, Внешэкономбанка, ВТБ, Газпромбанка и Россельхозбанка. Список финансовых учреждений, которые попали под новые санкции в отношении России в связи с ситуацией в Украине, распространил МИД Японии, передает Прайм.",Газпромбанк,Газпромбанк,sanctions,санкции; ограничения,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Газпромбанк.",ok,95,train,manual_checked,
sample_000143,natural_sample,lenta,https://lenta.ru/news/2014/08/01/rbssanctions/,1406851200,2014,8,Банки Европы сократили кредитование российских компаний,"Банки Европы сократили кредитование российских компаний Ограничительные меры, в частности, были направлены против финансового сектора. Под санкции попали пять российских банков: Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк. Им запрещено продавать акции или облигации в Европе.",ВТБ,ВТБ,sanctions,санкции,sanctions,indirect,0,,ambiguous,45,train,manual_checked,риск относится не к банку
sample_000354,natural_sample,lenta,https://lenta.ru/news/2007/04/24/fsfr/,1177372800,2007,4,"Финансовый регулятор приостановил выдачу инвестпаев ""ОФГ ИНВЕСТ""","Финансовый регулятор приостановил выдачу инвестпаев ""ОФГ ИНВЕСТ"" Это третья управляющая компания, помимо УК ""Райффайзен Капитал"" и УК ""Ренессанс Капитал"", которая будет осуществлять размещение средств пенсионных резервов. Учредителем НПФ ""Райффайзен"" является ЗАО ""Райффайзенбанк Австрия"". По итогам 2006 года по договорам обязательного пенсионного страхования НПФ начислил на пенсионные счета инвестиционный доход в размере 12,4 процента годовых.",Райффайзенбанк,Райффайзенбанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000013,natural_sample,ods_tass,https://tass.ru/ekonomika/1813996,1425689113,2015,3,"""Мечел"" удивлен намерением ВТБ подать иск о банкротстве компании","""Мечел"" удивлен намерением ВТБ подать иск о банкротстве компании nВ настоящее время ""Мечел"" является одной из самых закредитованных российских металлургических компаний. По состоянию на 13 января 2015 года долг ""Мечела"", по данным компании, составлял 6,44 млрд долларов, из них около 70% приходится на три госбанка: Газпромбанк, Сбербанк и ВТБ. Сейчас горно-металлургический холдинг ведет сложные переговоры с кредиторами о реструктуризации долга.",Газпромбанк,Газпромбанк,legal_regulatory,иск,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000491,natural_sample,ods_tass,https://tass.ru/ekonomika/5722507,1540526334,2018,10,"В работе сервиса ""Сбербанк онлайн"" произошел сбой","В работе сервиса ""Сбербанк онлайн"" произошел сбой МОСКВА, 25 октября. /ТАСС/.",Сбербанк,Сбербанк,operational_issue,сбой,operational_issue,direct,1,В публикации описан операционный риск для Сбербанк.,ok,85,train,manual_checked,
sample_000746,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/6294490,1554390973,2019,4,"Суд 22 апреля рассмотрит апелляцию ""Росгосстраха"" к бывшей ""РГС Жизни""","Суд 22 апреля рассмотрит апелляцию ""Росгосстраха"" к бывшей ""РГС Жизни"" Это решение было принято по заявлению ""Капитал лайф страхование жизни"", и ""Росгосстрах"" оспорил его в суде по интеллектуальным правам (рассмотрение исков не завершено). nРанее ""Росгосстрах"", как и ""РГС Жизнь"", принадлежала Данилу Хачатурову, но в 2016 г. Хачатуров передал контроль в страховщике жизни Алхасу Сангулии, а ""Росгосстрах"" в августе 2017 года отошел банку ""ФК Открытие"", попав в периметр санации банка ЦБ РФ.",ФК Открытие,Банк Открытие,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000328,natural_sample,buriy,http://www.charter97.org/ru/news/2015/1/26/136998/,1422230400,2015,1,Банки возобновляют валютно-обменные операции по рублевым карточкам,"Банки возобновляют валютно-обменные операции по рублевым карточкам ОАО «Банк Москва-Минск» также возобновило валютно-обменные операции при использовании карточек банка, выпущенных к счетам в белорусских рублях. Некоторые белорусские банки (Белагропромбанк, БПС-Сбербанк, Альфа-банк) ранее сняли часть ограничений по безналичным валютно-обменным операциям. Ограничения были введены банками в декабре минувшего года из-за нестабильности на финансово-экономическом рынке страны.",Альфа-банк,Альфа-Банк,sanctions,ограничения,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000684,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/4184735,1492209996,2017,4,"""Дочка"" Сбербанка на Украине отменила ограничения по карточным счетам для физических лиц","""Дочка"" Сбербанка на Украине отменила ограничения по карточным счетам для физических лиц nС января этого года украинские радикалы, члены националистической партии ""Национальный корпус"" объявили ""войну"" дочерним отделениям российских банков на Украине, требуя от властей отозвать у них лицензии и принять закон о запрете их работы на Украине. nПод давлением националистов, заблокировавших ранее несколько отделений ""дочек"" российских банков, президент Украины Петр Порошенко 16 марта ввел в действие санкции в отношении пяти банков с российским капиталом (Сбербанк, Проминвестбанк, ВТБ, БМ Банк и VS Bank) сроком на год. nСанкции предполагают запрет на вывод средств за пределы Украины, а также на выплату дивидендов, процентов, возвращение межбанковских депозитов и кредитов, средств из корреспондентских счетов субординированного долга.",ВТБ,ВТБ,sanctions,ограничения; санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000374,natural_sample,buriy,http://rusnovosti.ru/posts/392200,1445366842,2015,10,Совладелец авиакомпании S7 купил контрольный пакет «Трансаэро»,Совладелец авиакомпании S7 купил контрольный пакет «Трансаэро» Сейчас банкротства «Трансаэро» через суд добиваются Сбербанк и Альфа-банк. Выдавали кредиты авиаперевозчику также ВТБ и Промсвязьбанк. Продажи билетов «Трансаэро» остановлены с 1 октября.,Промсвязьбанк,Промсвязьбанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000488,natural_sample,lenta,https://lenta.ru/news/2017/04/19/peresvet/,1492560000,2017,4,ЦБ и 70 кредиторов приступили к оживлению банка РПЦ,"ЦБ и 70 кредиторов приступили к оживлению банка РПЦ Для оздоровления необходимо 66,7 миллиарда рублей, в том числе на покрытие дисбаланса и поддержание ликвидности банка, сообщил регулятор. По данным газеты «Коммерсантъ», среди подтвердивших участие в процедуре bail-in — Россельхозбанк, Совкомбанк, банк «Открытие», Связь-банк, Бинбанк и банк «Зенит», а также компании «Интер РАО» и «Русгидро». В октябре 2016 года ЦБ ввел в «Пересвете» временную администрацию сроком на шесть месяцев.",Совкомбанк,Совкомбанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000527,risk_enriched_sample,buriy,http://top.rbc.ru/politics/19/01/2015/54bc819d9a794722d951e550,1421640169,2015,1,СМИ сообщили о намерении вновь лишить Россию полномочий в ПАСЕ,"СМИ сообщили о намерении вновь лишить Россию полномочий в ПАСЕ Планируется, что он выступит на круглом столе, посвященном роли парламентских институтов в восстановлении доверия в Европе в конце января. Кому государство может «компенсировать» санкции Фотогалерея Правительство в понедельник опубликовало поручение Минфину приобрести в 2014 году за счет средств Фонда национального благосостояния привилегированные акции банка ВТБ и Россельхозбанка на общую сумму 239 млрд руб. О том, что государство намерено помочь системообразующим банкам таким образом, заявил президент Владимир Путин на Петербургском международном экономическом форуме в конце мая.",ВТБ,ВТБ,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000017,natural_sample,taiga_fontanka,http://www.fontanka.ru/2010/02/02/051/,1265115720,2010,2,Банки потеряли 10 миллиардов,"Банки потеряли 10 миллиардов Три кредитные организации зафиксировали убыток, одна («Петро-Аэро-банк») прекратила существование. Но доходность потеряли практически все лидеры рынка: прибыль «ВТБ Северо-Запад» (бывший ПСБ) сократилась в три с половиной раза, банка «Санкт-Петербург» - более чем в два раза. С убытком в 10,2 млрд рублей закончил год «КИТ Финанс», который в течение нескольких предшествующих кризису лет лидировал по росту прибыли.",ПСБ,Промсвязьбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000824,targeted_risk_from_runews,telegram_contest,https://realnoevremya.ru/articles/172873-arbitrazh-otkazal-v-mirovoy-po-bankrotstvu-docheri-shvecova,1587960000,2020,4,Как «Россельхозбанк» устроил охоту за активами Владимира Швецова,"Как «Россельхозбанк» устроил охоту за активами Владимира Швецова Попытка избежавшей уголовного преследования семьи бывшего вице-премьера РТ Владимира Швецова оградить детей от статуса банкрота оказалась безуспешной. По крайней мере в том, что касается Эллины Шайер.",Россельхозбанк,Россельхозбанк,fraud_phishing,мошенничество,other_risk,direct,1,"Публикация негативно описывает действия Россельхозбанка по взысканию активов, что может быть репутационным риск-инфоповодом.",ambiguous,80,train,manual_checked,"спорный репутационный риск, не мошенничество"
sample_000043,natural_sample,buriy,http://oko-planet.su/politik/newsday/255220-mid-rossiya-ne-priznaet-zakonnost-amerikanskih-sankciy.html,1410855840,2014,9,МИД: Россия не признает законность американских санкций.,"МИД: Россия не признает законность американских санкций. По его словам, в Вашингтоне «полностью замкнулись на себя и действуют так, как их собственные инстинкты им подсказывают», – заявил Рябков. В пятницу США ужесточили ограничения по доступу к рынку капитала для ряда банков и компаний РФ, санкции застрагивают Сбербанк, ВТБ и его дочерний Банк Москвы, Газпромбанк, Россельхозбанк, Внешэкономбанк. Позже официальный представитель Госдепартамента США Мари Харф вновь подтвердила ранее озвученную позицию США о том, что если Россия «будет полностью соблюдать 12 пунктов минских договоренностей, санкции могут быть и будут пересмотрены».",Россельхозбанк,Россельхозбанк,sanctions,ограничения; санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Россельхозбанк.",ok,95,train,manual_checked,
sample_000570,risk_enriched_sample,buriy,http://www.gazeta.ru/business/news/2014/10/02/n_6526825.shtml,1412233435,2014,10,"Сбербанк подал иск к структуре ""Мечела""","Сбербанк подал иск к структуре ""Мечела"" Ранее «Мечел» не исключил подачи новых исков от кредиторов. Чистый долг «Мечела» на данный момент составляет около $8 млрд, из них $5,5 млрд приходится на Сбербанк, ВТБ и Газпромбанк. В конце сентября ВТБ также подал в Арбитражный суд Москвы иск о взыскании с «Мечела» 2,99 млрд руб.",ВТБ,ВТБ,legal_regulatory,иск; суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000022,natural_sample,lenta,https://lenta.ru/news/2014/08/22/sanctions/,1408665600,2014,8,США предложили Китаю поддержать санкции против России,"США предложили Китаю поддержать санкции против России При этом он заявил, что сожалеет о том, что дело дошло до санкций, и высказал пожелание, чтобы Москва и Вашингтон вернулись к «более конструктивным отношениям». В конце июля Соединенные Штаты ввели секторальные санкции против российских компаний «Новатэк», «Роснефть», Внешэкономбанк, Газпромбанк, «Банк Москвы», ВТБ, Россельхозбанк из-за политики Москвы в отношении Киева. Активы этих компаний не будут заморожены, но американским компаниям и гражданам отныне запрещено инвестировать в новые акции и облигации этих структур.",Россельхозбанк,Россельхозбанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Россельхозбанк.",ok,95,train,manual_checked,
sample_000070,natural_sample,buriy,http://www.rbc.ru/rbcfreenews/55ad1a069a794791c8d97eeb,1437408727,2015,7,Максимальная ставка по рублевым вкладам снизилась ниже 11% годовых,"Максимальная ставка по рублевым вкладам снизилась ниже 11% годовых Максимальная процентная ставка по рублевым вкладам в десяти ведущих российских банках во второй декаде июля понизилась по сравнению с первой декадой на 0,26% — до 10,78% годовых, свидетельствует мониторинг ЦБ. В список банков, по которым проводился мониторинг, попали Сбербанк, ВТБ 24, Банк Москвы, Райффайзенбанк, Газпромбанк, «ХМБ Открытие», «ФК Открытие», Альфа-банк, Промсвязьбанк и Россельхозбанк. Банки снижают свои процентные ставки вслед за ключевой ставкой Банка России, считают эксперты.",Россельхозбанк,Россельхозбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000787,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/6452812,1558454754,2019,5,"""ВТБ страхованию"" грозит штраф до 500 тыс. рублей за ненадлежащую рекламу","""ВТБ страхованию"" грозит штраф до 500 тыс. рублей за ненадлежащую рекламу МОСКВА, 21 мая. /ТАСС/.",ВТБ,ВТБ,legal_regulatory,штраф,legal_regulatory,direct,1,В публикации найден юридический или регуляторный риск для ВТБ.,ok,90,train,manual_checked,
sample_000533,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/5826646,1543000664,2018,11,"Суд Киева отменил арест имущества ""дочки"" Сбербанка на Украине","Суд Киева отменил арест имущества ""дочки"" Сбербанка на Украине Суд также отклонил аналогичные постановления исполнителя от 19 сентября и 21 сентября. nЭти решения суд принял на основании обращения ""дочки"" Сбербанка, в котором указывалось, что исполнитель в своих постановлениях неверно указал ответчика (должника) по делу - Акционерное общество ""Сбербанк"", тогда как согласно предыдущим судебным решениям им выступает ""Российская Федерация в лице Министерства юстиции Российской Федерации"". nСуд подчеркнул, что исполнитель самостоятельно изменил название должника, чем вышел за рамки своих полномочий.",Сбербанк,Сбербанк,legal_regulatory,суд,legal_regulatory,direct,1,В публикации найден юридический или регуляторный риск для Сбербанк.,ok,90,train,manual_checked,
sample_000549,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/3582259,1472742079,2016,9,Арбитраж взыскал с Махачкалинского порта около 156 млн рублей долгов,"Арбитраж взыскал с Махачкалинского порта около 156 млн рублей долгов Арбитражный суд Дагестана взыскал с ФГУП ""Махачкалинский морской торговый порт"" почти 156 млн рублей в пользу кипрской компании ""Аролиа Холдингс Лтд"", сообщил в четверг ТАСС представитель пресс-службы суда. n""В июне текущего года Arolia Holdings LTD обратилась в Арбитражный суд Дагестана с иском к ФГУП ""Махачкалинский морской торговый порт"" о взыскании 678 млн 177 тыс. рублей неустойки и процентов, образовавшихся в результате уступки задолженности порта перед Сбербанком России"", - рассказал собеседник агентства. nПо его словам, ранее между портом и Сбербанком были заключены договора об открытии невозобновляемых кредитных линий, а в 2013 году Сбербанк и компания Arolia Holdings LTD заключили договор, согласно которому банк уступил компании права требования к порту. n""Суд частично удовлетворил иск компании, взыскав с порта 155 млн 945 тыс. рублей"", - добавил представитель суда.",Сбербанк,Сбербанк,legal_regulatory,суд; иск,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000004,natural_sample,buriy,http://www.interfax.ru/business/417923,1421295900,2015,1,Суд признал Змеиногорский винзавод на Алтае банкротом,"Суд признал Змеиногорский винзавод на Алтае банкротом Общая сумма долга винзавода перед пятью кредиторами составила 693,3 млн рублей. Среди основных кредиторов компании фигурирует Сбербанк, Россельхозбанк и Федеральная налоговая служба. Дело о банкротстве ""Змеиногорского виноводочного завода"" арбитраж открыл в августе 2013 года по заявлению Федеральной налоговой службы.",Россельхозбанк,Россельхозбанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000513,risk_enriched_sample,buriy,http://www.novayagazeta.ru/news/1686906.html,1410534240,2014,9,"США внесли Сбербанк, ВТБ, Лукойл и Роснефть в санкционный список","США внесли Сбербанк, ВТБ, Лукойл и Роснефть в санкционный список США ввели санкции санкции в отношении шести российских банков и семи энергетических предприятий. Официальный документ опубликован на сайте министерства финансов США.",ВТБ,ВТБ,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с ВТБ.",ok,95,train,manual_checked,
sample_000721,risk_enriched_sample,lenta,https://lenta.ru/news/2017/03/10/sanctionsukr/,1489104000,2017,3,НБУ предложит СНБО ввести санкции против российских банков,"НБУ предложит СНБО ввести санкции против российских банков Ранее 10 марта премьер-министр Украины Владимир Гройсман заявил, что Киев обеспечит «адекватный ответ», если информация об обслуживании Сбербанком на территории Украины лиц с паспортами самопровозглашенных Донецкой и Луганской народных республик подтвердится. 7 марта Сбербанк России проинформировал о начале обслуживания клиентов по паспортам ДНР и ЛНР. В тот же день министр внутренних дел Украины Арсен Аваков заявил, что дочернее предприятие Сбербанка должно прекратить работу на Украине, а НБУ следует немедленно ввести против него санкции.",Сбербанк,Сбербанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Сбербанк.",ok,95,train,manual_checked,
sample_000055,natural_sample,ods_tass,https://tass.ru/ekonomika/1539479,1414600843,2014,10,Требования к капиталу для госбанков под санкциями при выдаче гарантий могут быть смягчены,"Требования к капиталу для госбанков под санкциями при выдаче гарантий могут быть смягчены nВ соответствии с приказом Минфина, одним из условий установления на банк максимальных лимитов является поддержание кредитной организацией норматива достаточности собственных средств (Н1) свыше 11% на все отчетные даты в течение трех последних месяцев. nКак сообщалось ранее, под санкции США и ЕС подпали такие российские банки, как ВТБ, Банк Москвы, Россельхозбанк, Сбербанк, Газпромбанк и ВЭБ.",Россельхозбанк,Россельхозбанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Россельхозбанк.",ok,95,train,manual_checked,
sample_000681,risk_enriched_sample,buriy,http://novosti-n.org/news/read/76618.html,1410904295,2014,9,Канада ввела санкции против Сбербанка России,"Канада ввела санкции против Сбербанка России Об этом сообщается на сайте МИД страны. В обновленный перечень попали Сбербанк, пять военно-промышленных предприятий и четверо высокопоставленных военных. «Канада будет неизменно поддерживать украинский народ, их борьбу за мир и свободу.",Сбербанк,Сбербанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Сбербанк.",ok,95,train,manual_checked,
sample_000107,natural_sample,ods_tass,https://tass.ru/ekonomika/1639221,1418312539,2014,12,"Средняя максимальная ставка по рублевым вкладам в первой декаде декабря выросла до 10,58%","Средняя максимальная ставка по рублевым вкладам в первой декаде декабря выросла до 10,58% Регулятор рекомендует банкам привлекать средства населения не дороже чем значение этой ставки плюс 2% пункта. nВ число банков, по которым проводится мониторинг максимальной ставки по вкладам, входят Сбербанк России, ВТБ24, Банк Москвы, Райффайзенбанк, Газпромбанк, Ханты-Мансийский банк ""Открытие"", Альфа-банк, ХКФ-банк, Промсвязьбанк и Россельхозбанк.",Промсвязьбанк,Промсвязьбанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000031,natural_sample,ods_tass,https://tass.ru/ekonomika/6457840,1558544870,2019,5,Банк России в июле может начать тестировать платежи по QR-коду,"Банк России в июле может начать тестировать платежи по QR-коду Систему для всех клиентов 11 банков - участников системы начали внедрять в конце февраля. В ней, в частности, участвуют ВТБ, Альфа-банк, Тинькофф банк, Газпромбанк, Промсвязьбанк, Райффайзенбанк, Росбанк, Совкомбанк и другие. В дальнейшем участие в Системе быстрых платежей планируется сделать обязательным для всех банков, в том числе для крупнейшего - Сбербанка.",Альфа-банк,Альфа-Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000130,natural_sample,buriy,http://tass.ru/ekonomika/2354576,1445007977,2015,10,"Эксперты: технический дефолт по бондам ""Трансаэро"" может наступить 29 октября","Эксперты: технический дефолт по бондам ""Трансаэро"" может наступить 29 октября Альфа-банк подал 16 сентября иск в арбитражный суд о взыскании с ""Трансаэро"" более $11,3 млн (около 735 млн рублей). Также банк ""ФК Открытие"" подал иск в арбитраж к авиакомпании на 1,3 млрд рублей. В ходе международного инвестиционного форума ""Сочи-2015"" глава Сбербанка Герман Греф заявлял о том, что Сбербанк в перспективе намерен прибегнуть к процессуальному банкротству в деле с ""Трансаэро"".",ФК Открытие,Банк Открытие,legal_regulatory,иск; суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000597,risk_enriched_sample,taiga_fontanka,http://www.fontanka.ru/2012/05/04/083/,1336137840,2012,5,Суд принял обеспечительные меры по банкротству еще одной компании Владимира Кехмана,"Суд принял обеспечительные меры по банкротству еще одной компании Владимира Кехмана Меры, не позволяющие кредиторам, а также налоговым органам истребовать у «Карго Джей Эф Си» какие-либо средства или имущество до окончания формирования реестра кредиторов, приняты по запросу самой компании. Напомним, ранее Сбербанк, а также Райффайзенбанк подали сразу три иска к компании на сумму более 1,5 млрд рублей в московский арбитражный суд. ЗАО «Карго Джей Эф Си» после получения этих исков подало прошение о признании себя банкротом.",Сбербанк,Сбербанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000502,risk_enriched_sample,buriy,http://www.fontanka.ru/2015/05/19/016/,1432015740,2015,5,"ВТБ подал новый иск к ""Мечелу"" на 1,9 млрд рублей","ВТБ подал новый иск к ""Мечелу"" на 1,9 млрд рублей Соответчиками в иске указаны ОАО «Холдинговая компания «Якутуголь», ОАО «Коршуновский ГОК» и ОАО «Угольная компания «Южный Кузбасс». Третьим лицом к делу привлечен банк ВТБ 24. 18 мая арбитражный суд Москвы зарегистрировал апелляционную жалобу металлургической компании «Мечел» на решение о взыскании с нее около 50,2 миллиарда рублей долга по кредитному договору с ВТБ от 27 декабря 2010 года.",банк ВТБ,ВТБ,legal_regulatory,иск; суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000028,natural_sample,buriy,http://top.rbc.ru/business/18/12/2014/5492d0a59a794767301cc0c7,1418908524,2014,12,Задолженность авиакомпании Utair превысила 167 млрд руб.,"Задолженность авиакомпании Utair превысила 167 млрд руб. Большая часть долга (более 90%) номинирована в иностранной валюте. Один из крупнейших кредиторов – Альфа-банк – подал несколько исков к Utair, требуя с него $42,4 млн (и проценты $510 тыс.) и 116 млн руб. (и проценты 545 тыс. руб.). Другим крупнейшим кредитором, который подал иски в суд, является лизинговая компания «ЮГРА СПб», долг перед которой составляет 1,3 млрд руб.",Альфа-банк,Альфа-Банк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000412,natural_sample,taiga_fontanka,http://www.fontanka.ru/2008/12/15/120/,1229371440,2008,12,Удачин спасает «Парнас» через банкротство,"Удачин спасает «Парнас» через банкротство Однако эти заявления выглядят весьма смелыми на фоне той финансовой обстановки, что сложилась на предприятии. Ведь Арбитражный суд продолжает рассматривать иски к «Парнасу» от десятков кредиторов, в числе которых - «Россельхозбанк», «Номос-Банк», банк «Санкт-Петербург» и другие. Как внешние управляющие будут решать вопросы с этими структурами, пока не уточняется.",Россельхозбанк,Россельхозбанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000280,natural_sample,telegram_contest,https://vashgorod.ru/kemerovo/news/1127661,1574706360,2019,11,Россияне открывают банковские счета в золоте и платине,"Россияне открывают банковские счета в золоте и платине АО «Россельхозбанк» выступил одним из официальных спонсоров ХII Международного форума «Российский рынок драгоценных металлов», прошедшего 21 октября в Москве. Участниками форума стали эксперты из Банка России, Государственной Думы, Минфина России, ведущих международных и российских банков, международных организаций и ассоциаций, золотодобывающих компаний и аффинажных заводов.",Россельхозбанк,Россельхозбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
