sample_id,text_fragment,title,entity_norm,alert_flag,teacher_model,teacher_label,teacher_confidence,teacher_reason
ml_000443,"Медведев утвердил список из восьми банков для докапитализации на 527,4 млрд рублей Соответствующее распоряжение правительства опубликовано в пятницу на портале раскрытия правовой информации. nВ список банков, которые могут пополнить капитал первого уровня за счет Агентства по страхованию вкладов, вошли ВТБ, Газпромбанк (ГПБ), Россельхозбанк (РСХБ), банк ""Российский капитал"", АБ ""Содействие общественным инициативам"", а также попавшие под санкции АБ ""Россия"", СМП- Банк и крымский РНКБ. nЭти банки получат деньги по двум разным схемам.","Медведев утвердил список из восьми банков для докапитализации на 527,4 млрд рублей",Газпромбанк,0,gpt-4.1,1,0.95,ok
ml_000444,"Промсвязьбанк прокомментировал поданный против него в США иск Претензии бывших владельцев «Павловскгранита» к Промсвязьбанку необоснованны и надуманны. Об этом в среду, 25 января, сообщили «Ленте. ру» в пресс-службе кредитной организации.",Промсвязьбанк прокомментировал поданный против него в США иск,Промсвязьбанк,1,gpt-4.1,1,0.85,ok
ml_000445,"ФАС рассмотрит претензии недовольных вкладчиков банка «Тинькофф» В Федеральной антимонопольной службе «Русской службе новостей» заявили, что готовы рассмотреть жалобы клиентов банка «Тинькофф», как только они поступят в ведомство. Чиновники пояснили, что разберутся в ситуации с учётом ранее сложившейся практики.",ФАС рассмотрит претензии недовольных вкладчиков банка «Тинькофф»,Т-Банк,1,gpt-4.1,1,0.75,ok
ml_000446,"Технический сбой в Минэкономразвития обвалил акции ВТБ Минэкономразвития назвало техническим сбоем публикацию информации о том, что правительство планирует продать пакет акций банка ВТБ в 10 процентов уже в 2011 году. Об этом сообщает РИА Новости.",Технический сбой в Минэкономразвития обвалил акции ВТБ,ВТБ,0,gpt-4.1,1,0.75,ok
ml_000448,"Пентагон разругался с Конгрессом из-за российских вертолетов В частности, под запреты и ограничения со стороны Швейцарии попали заместитель главы администрации президента России Алексей Громов, бизнесмены Николай Шамалов, Юрий Ковальчук, Константин Малофеев и Аркадий Ротенберг, а также министр внутренних дел Крыма Сергей Абисов, сообщает РИА Новости со ссылкой на заявление Федерального Совета Швейцарии. В швейцарский черный список также угодили 5 российских кредитных учреждений: Сбербанк, Внешторгбанк, Газпромбанк, Внешэкономбанк и Россельхозбанк. Этим банкам будет запрещен доступ к рынкам Швейцарии.",Пентагон разругался с Конгрессом из-за российских вертолетов,Газпромбанк,0,gpt-4.1,1,0.98,ok
ml_000449,"«Шалтай-Болтай» выложил рабочую почту якобы главы РКН В архиве есть переписка с якобы генеральным директором «Газпром-Медиа» Михаилом Демином, заместителем главы Роскомнадзора Максимом Ксензовым, предпринимателем Константином Малофеевым и другими. Ранее группа сливала письма якобы с почтовых ящиков банка «ВТБ», Администрации президента РФ, секретариата вице-премьера Игоря Шувалова, Мэрии Москвы, некоторых чиновников и депутатов, а также премьер-министра Дмитрия Медведева.",«Шалтай-Болтай» выложил рабочую почту якобы главы РКН,ВТБ,0,gpt-4.1,1,0.92,ok
ml_000450,"Смольный решил переплюнуть Москву по количеству платных парковок В Центральном, Адмиралтейском и Петроградском районах бесплатных мест для стоянки практически не останется. В игре – банк ВТБ. В адресном перечне 496 адресов, это около 49 тыс. парковочных мест, включая 3 тыс. мест в Центральном районе, где уже работает платная парковка (на 27 улицах, расположенных в границах области, ограниченной Лиговским проспектом, Невским, набережной реки Фонтанки и Кирочной улицей).",Смольный решил переплюнуть Москву по количеству платных парковок,ВТБ,0,gpt-4.1,0,0.96,ok
ml_000451,"Зампред Внешэкономбанка считает, что санкции США не затронут госдолг РФ и банки Глава ЦБ Эльвира Набиуллина заявляла, что ЦБ предпринимает дополнительные меры, чтобы стимулировать российские банки к дедолларизации. nГлава ВТБ Андрей Костин, ранее представивший план по дедолларизации российской экономики, отмечал, что в случае расширения санкций в отношении РФ возвращение валютных депозитов вкладчикам госбанков возможно и в другой валюте. n""Уже есть официальная позиция и ЦБ, и Сбербанка о том, что таких планов [по конвертации валютных вкладов] нет. Даже в случае введения определенных санкций это не должно затронуть счета населения, поэтому не думаю, что речь идет о какой-то принудительной конвертации или еще чего-то.","Зампред Внешэкономбанка считает, что санкции США не затронут госдолг РФ и банки",ВТБ,0,gpt-4.1,1,0.85,ok
ml_000452,"Япония ввела санкции против российских госбанков Япония ввела санкции против российских госбанков — Сбербанка, ВТБ, Внешэкономбанка, Газпромбанка и Россельхозбанка, передает РИА Новости со ссылкой на МИД Японии. Санкции были введены для ужесточения позиции в отношении Москвы, а также для соответствия действиям, предпринятым ранее США.",Япония ввела санкции против российских госбанков,ВТБ,1,gpt-4.1,1,1.0,ok
ml_000453,"Греф: Сбербанк планирует подать в суд иск о банкротстве ""Мечела"" Сбербанк является одним из крупнейших кредиторов отягощенного гигантским долгом ""Мечела"". По данным меткомпании, ее долг перед Газпромбанком составляет примерно 2,3 миллиарда долларов, перед ВТБ — 1,8 миллиарда долларов, перед Сбербанком — 1,3 миллиарда долларов. ВТБ в начале марта также заявлял, что в апреле подаст в суд заявление о банкротстве ""Мечела"", но пока свою угрозу не исполнил.","Греф: Сбербанк планирует подать в суд иск о банкротстве ""Мечела""",ВТБ,0,gpt-4.1,0,0.85,ok
ml_000454,"Объемы ипотечного кредитования в России за год снизились в пять раз По разным оценкам, ипотечные программы сохранили лишь 15 банков. Рынок ипотеки России сейчас — это рынок государственных банков (Сбербанк, ВТБ). У частных банков объемы выдачи упали в десятки раз по сравнению с докризисным временем.",Объемы ипотечного кредитования в России за год снизились в пять раз,ВТБ,0,gpt-4.1,0,0.85,ok
ml_000455,"Банк «Открытие» увеличил сумму иска к «Трансаэро» до 1,4 млрд рублей Иск еще не принят к производству. С требованием признать авиакомпанию банкротом в суд обратился и Альфа-банк. По данным РБК, долг перед Сбербанком – 6 млрд руб., перед Альфа-банком – 600 млн руб.","Банк «Открытие» увеличил сумму иска к «Трансаэро» до 1,4 млрд рублей",Альфа-Банк,0,gpt-4.1,0,0.85,ok
ml_000456,"Рубль не отреагировал на расширение санкционных списков США Так, индекс Мосбиржи продолжил снижение на 0,2%, а РТС - на 0,5%. Акции ""Газпрома"" и ВТБ продолжили расти на 0,7% и 2% соответственно.",Рубль не отреагировал на расширение санкционных списков США,ВТБ,0,gpt-4.1,1,0.85,ok
ml_000458,"СМИ сообщили о намерении вновь лишить Россию полномочий в ПАСЕ Планируется, что он выступит на круглом столе, посвященном роли парламентских институтов в восстановлении доверия в Европе в конце января. Кому государство может «компенсировать» санкции Фотогалерея Правительство в понедельник опубликовало поручение Минфину приобрести в 2014 году за счет средств Фонда национального благосостояния привилегированные акции банка ВТБ и Россельхозбанка на общую сумму 239 млрд руб. О том, что государство намерено помочь системообразующим банкам таким образом, заявил президент Владимир Путин на Петербургском международном экономическом форуме в конце мая.",СМИ сообщили о намерении вновь лишить Россию полномочий в ПАСЕ,ВТБ,0,gpt-4.1,1,0.7,ok
ml_000459,"Российская система ПРО100 выпустила 800 тысяч альтернативных Visa карт Ранее в платежную систему ПРО100 вошли основные российские банки, обеспечивающие более половины всего рынка эквайринга. В их числе ОАО «Сбербанк России», ОАО «Уралсиб», ОАО «АК БАРС» банк, ОАО «Банк Москвы и ОАО «Московский Индустриальный банк».",Российская система ПРО100 выпустила 800 тысяч альтернативных Visa карт,Сбербанк,0,gpt-4.1,0,0.99,ok
ml_000461,"ФАС оштрафовала ВТБ на 100 тыс. рублей из-за незаконной sms-рассылки /ТАСС/. Управление Федеральной антимонопольной службы (ФАС) по Оренбургской области оштрафовало банк ВТБ на 100 тыс. рублей за неправомерное распространение sms-рекламы, говорится вnсообщенииnна сайте ФАС. n""В ней (рекламе - прим. ТАСС) содержались персональные данные получателя с предложением оформить вклад в интернет-банке с повышенной ставкой, а также оформить мультикарту ВТБ Visa.",ФАС оштрафовала ВТБ на 100 тыс. рублей из-за незаконной sms-рассылки,ВТБ,1,gpt-4.1,1,0.8,ok
ml_000462,"Tele2 может не успеть выйти на рынок Москвы до конца 2014 года По итогам 2013 года выручка ""Tele2 Россия"" составила 65,3 млрд рублей, а показатель EBITDA - 24,2 млрд рублей. В марте 2013 года российский бизнес Tele2 выкупила группа ВТБ у шведской Tele2 Holding AB. 17 октября 2013 года ВТБ продал 50% акций оператора связи Tele2 банку ""Россия"" и структурам Алексея Мордашова. n6 февраля 2014 года ""Ростелеком"" и ""Tele2 Россия"" подписали договор об объединении мобильных активов в совместное предприятие, в рамках сделки рыночная оценка сотовых активов ""Ростелекома"" составила 3,5 млрд долларов.",Tele2 может не успеть выйти на рынок Москвы до конца 2014 года,ВТБ,0,gpt-4.1,0,0.95,ok
ml_000463,"Сбербанк намерен забрать дополнительный пакет НПО ""Мостовик"" На тот момент ее кредиторская задолженность превышала 40 миллиардов рублей. Помимо Сбербанка иски к подрядчику подавали Альфа-банк, Газпромбанк, Росбанк и др. В начале мая Сбербанк стал владельцем 19,99% ""Мостовика"": ""правнучка"" банка — ""СБК-ритейл"" — выкупила у девяти миноритариев доли от 1 до 5%.","Сбербанк намерен забрать дополнительный пакет НПО ""Мостовик""",Росбанк,0,gpt-4.1,1,0.7,ok
ml_000464,"Россия заняла второе место в мире по числу утечек в банковском секторе В конце апреля глобальная сеть передачи финансовых сообщений SWIFT предупредила своих клиентов о произошедших недавно киберинцидентах, в ходе которых рассылались мошеннические сообщения. Осенью прошлого года злоумышленники обрушили на Сбербанк, ВТБ и Банк Москвы сильнейшие DDoS-атаки, сообщал старший вице-президент, руководитель департамента информационных технологий ВТБ Дмитрий Назипов. За прекращение атак они требовали биткоины.",Россия заняла второе место в мире по числу утечек в банковском секторе,Сбербанк,0,gpt-4.1,1,0.98,ok
ml_000465,"Кто следующий? Данные клиентов Альфа-банка выставили на продажу Представитель «АльфаСтрахования» сообщил РБК, что компании ЦБ не комментирует действующих игроков рынка. С утечками информации о своих клиентах этой осенью уже дважды столкнулся Сбербанк. В начале октября в Сеть попали данные держателей его кредитных карт.",Кто следующий? Данные клиентов Альфа-банка выставили на продажу,Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000467,"Зампредседателя правления Татфондбанка задержан по подозрению в хищении денег Функции временной администрации по управлению банком сроком на шесть месяцев ЦБ возложил на Агентство по страхованию вкладов (АСВ). По решению АСВ возмещение по вкладам (сумма которых не превышает 1,4 млн руб.) было возложено на Сбербанк, ВТБ 24, Россельхозбанк, банки ""ФК Открытие"" и ""Ак Барс"", выплаты вкладчикам начались с 26 декабря.",Зампредседателя правления Татфондбанка задержан по подозрению в хищении денег,ВТБ,0,gpt-4.1,1,0.98,ok
ml_000469,"Технический сбой отключил все банкоматы Альфа-банка При этом пользователи отмечали, что банкоматы не работают не только в России, но и на Украине. Альфа-банк занимает седьмое место в рейтинге крупнейших банков России и первое, если не считать государственные (Сбербанк, ВТБ и другие) и подконтрольные государственным структурам (например, Газпромбанк). Во вкладах в Альфа-банке хранятся 342 миллиарда рублей физических лиц и 433 миллиарда средств предприятий и организаций.",Технический сбой отключил все банкоматы Альфа-банка,Сбербанк,0,gpt-4.1,1,0.95,ok
ml_000471,"Афиша на 23 ноября — 1 декабря. Главные культурные события выходных и предстоящей недели Нынешний концерт уникален тем, что Мартон предстанет и в качестве дирижера. Где: КСК «Тинькофф Арена», Приморский пр., 80. Когда: 23.11, 19:00 В выходные в городе пройдет чемпионат России по артистическому фехтованию.",Афиша на 23 ноября — 1 декабря. Главные культурные события выходных и предстоящей недели,Т-Банк,0,gpt-4.1,0,1.0,ok
ml_000472,"НБУ предложит СНБО ввести санкции против российских банков Об этом сообщает УНИАН со ссылкой на пресс-службу НБУ. Таким образом планируется не допустить возврата «дочками» Сбербанка, ВТБ и других российских банков кредитов их головным структурам. Соответствующее решение будет принято в случае подтверждения информации об обслуживании банками клиентов с документами ДНР и ЛНР.",НБУ предложит СНБО ввести санкции против российских банков,ВТБ,1,gpt-4.1,1,0.97,ok
ml_000473,"В сеть утекли данные клиентов ВТБ На черном рынке в продаже появилась база данных вкладчиков ВТБ, но банк утверждает, что опасности для клиентов нет. Сообщение о продаже базы появилось 7 ноября, пишут «Известия».",В сеть утекли данные клиентов ВТБ,ВТБ,1,gpt-4.1,1,0.97,ok
ml_000475,"База клиентов ВТБ появилась на черном рынке На черном рынке в продаже появилась база клиентов ВТБ, сообщают «Известия». В документе около 5 000 имен и данных о счетах.",База клиентов ВТБ появилась на черном рынке,ВТБ,1,gpt-4.1,1,0.99,ok
ml_000476,Альфа-банк починил банкоматную сеть Банкоматная сеть Альфа-банка возобновила работу в обычном режиме. Об этом говорится в официальном сообщении финансовой организации.,Альфа-банк починил банкоматную сеть,Альфа-Банк,0,gpt-4.1,1,0.85,ok
ml_000479,"Попавшим под санкции политикам пошьют костюмы из Италии В частности, под запреты и ограничения со стороны Швейцарии попали заместитель главы администрации президента России Алексей Громов, бизнесмены Николай Шамалов, Юрий Ковальчук, Константин Малофеев и Аркадий Ротенберг, а также министр внутренних дел Крыма Сергей Абисов, сообщает РИА Новости со ссылкой на заявление Федерального Совета Швейцарии. В швейцарский черный список также угодили 5 российских кредитных учреждений: Сбербанк, Внешторгбанк, Газпромбанк, Внешэкономбанк и Россельхозбанк. Этим банкам будет запрещен доступ к рынкам Швейцарии.",Попавшим под санкции политикам пошьют костюмы из Италии,Газпромбанк,0,gpt-4.1,1,0.98,ok
ml_000480,"Агентство по ипотечному жилищному кредитованию не планирует создавать ипотечный банк САНКТ-ПЕТЕРБУРГ, 20 июня. /ТАСС/.",Агентство по ипотечному жилищному кредитованию не планирует создавать ипотечный банк,Банк Санкт-Петербург,0,gpt-4.1,0,0.97,ok
ml_000482,"США завершают работу над новыми санкциями против России В зависимости от развития ситуации ЕС готов пересмотреть согласованные санкции полностью или частично», — говорится в заявлении председателя Европейского совета Хермана ван Ромпея. Как ранее сообщали The Financial Times и The Wall Street Journal, которые ознакомились с проектом санкций в отношении России, меры ЕС коснутся оборонных предприятий («Оборонпром», Объединенная авиастроительная корпорация, Уралвагонзавод и концерн «Калашников»), энергетического сектора («Газпром нефть», «Транснефть» и «Роснефть»), а также финансового сектора (Сбербанк, ВТБ и ряд других российских госбанков). Илья Кувакин 09 сентября 2014 г. РБК",США завершают работу над новыми санкциями против России,ВТБ,0,gpt-4.1,1,0.98,ok
ml_000483,"Суд рассмотрит жалобу ""Мечела"" на взыскание 50,2 млрд руб в пользу ВТБ МОСКВА, 9 ноя — РИА Новости. Девятый арбитражный апелляционный суд в понедельник проведет слушания по жалобе ОАО ""Мечел"" на решение нижестоящего арбитража Москвы, который взыскал с него около 50,2 миллиарда рублей в пользу второго по величине активов российского госбанка ВТБ.","Суд рассмотрит жалобу ""Мечела"" на взыскание 50,2 млрд руб в пользу ВТБ",ВТБ,0,gpt-4.1,1,0.85,ok
ml_000485,"МИД РФ: без ответных мер канадские санкции не останутся На согласование у членов ЕС ушла неделя, некоторые выступали против дополнительного давления на РФ, однако 11 сентября санкции были окончательно согласованы. Согласно новым санкциям, пять российских госбанков — ""Сбербанк"", ВТБ, ВЭБ, ""Газпромбанк"" и ""Россельхозбанк"" — теряют право на привлечение европейского финансирования на срок больше месяца. Кроме того, ЕС распространил санкции на девять российских оборонных концернов: ""Сириус"", ""Станкоинструмент"", ""Химкомпозит"", ""Калашников"", Тульский оружейный завод, ""Технологии машиностроения"", ""Высокоточные комплексы"", ПВО ""Алмаз-Антей"" и НПО ""Базальт"".",МИД РФ: без ответных мер канадские санкции не останутся,Россельхозбанк,0,gpt-4.1,1,0.99,ok
ml_000487,"Кабмин потратит 39,95 млрд руб из ФНБ на выкуп ""префов"" Газпромбанка На приобретение акций направляются средства ФНБ, возвращённые после исполнения обязательств ОАО ""Газпромбанк"" перед Внешэкономбанком по возврату субординированных кредитов (займов)"", — отмечается в справке к документу. Газпромбанк, как и ВТБ, и Россельхозбанк, попал под санкции ЕС и США, запрещающие организациям средне- и долгосрочное финансирование в этих странах. После глава Минэкономразвития Алексей Улюкаев сообщал журналистам, что кабмин рассматривает возможность докапитализации Газпромбанка по аналогии с РСХБ и ВТБ с привлечением средств ФНБ.","Кабмин потратит 39,95 млрд руб из ФНБ на выкуп ""префов"" Газпромбанка",Россельхозбанк,0,gpt-4.1,1,0.98,ok
ml_000488,"США ударили санкциями по двигателям российской экономики 12. 09 18:15 США ударили санкциями по двигателям российской экономики США расширили санкции против России, включив в ""черный"" список крупнейших банков и компаний страны. Об этом говорится в сообщении на сайте министерства финансов США, пишет ТСН В список попали ""Сбербанк России"", ""Банк Москвы, ""Газпромбанк"", финансовая компания ""Новатэк"", ""Россельхозбанк"", ""Внешэкономбанк"", ""ВТБ Банк"", энергетические компании ""Газпром"", ""ЛУКОЙЛ"", ""Сургутнефтегаз"", ""Транснефть"", ""Газпром нефть"", ""Роснефть"". Кроме того, ограничения касаются пяти оборонных и высокотехнологичных госкорпораций, среди которых ""Алмаз-Антей"", ""Научно-исследовательский институт приборостроения имени Тихомирова"", ""Машиностроительный завод имени Калинина"", ""Мытищинский машиностроительный завод"" и ""Долгопрудненське научно-производственное предприятие"".",США ударили санкциями по двигателям российской экономики,Газпромбанк,0,gpt-4.1,1,0.99,ok
ml_000489,"В Омске возбуждено уголовное дело в отношении гендиректора ""Мостовика"" nРанее иск на 18,8 млрд руб., которые приходились на кредитную задолженность компании, подал Сбербанк. Альфа-банк и Газпромбанк обратились в суд с исками по 3,4 млрд руб. Кроме долгов банкам, ""Мостовик"" задолжал около 1 млрд руб.","В Омске возбуждено уголовное дело в отношении гендиректора ""Мостовика""",Альфа-Банк,0,gpt-4.1,1,0.8,ok
ml_000490,"Греф: внешние рынки закрыты для российских банков Сбербанк не исключает привлечения валютного фондирования от ЦБ, указал Греф. Как ранее сегодня сообщали ИТАР-ТАСС два источника, близкие к двум банкам, попавших под санкции (Сбербанк, ВТБ, Газпромбанк, РСХБ и ВЭБ), ужесточение санкций ЕС на российские банки не повлияет, занимать на западных рынках невозможно фактически с марта, когда геополитическая ситуация только начала ухудшаться. Рост ставок Вместе с тем, Сбербанк не исключает роста ставок по валютным вкладам и депозитам.",Греф: внешние рынки закрыты для российских банков,Газпромбанк,1,gpt-4.1,1,0.97,ok
ml_000492,"ЕС подготовил санкции против нефтяного сектора России Они затронули, в том числе, и нефтяной сектор, в частности были ограничены поставки оборудования и технологий. 17 июля США также ввели секторальные санкции, под которые попали компании «Роснефть», «Новатэк», Внешэкономбанк и Газпромбанк. Активы этих предприятий не будут заморожены, но американским компаниям и гражданам отныне запрещено инвестировать в их новые акции и облигации.",ЕС подготовил санкции против нефтяного сектора России,Газпромбанк,0,gpt-4.1,1,0.95,ok
ml_000493,"В Минске задержали российского бизнесмена Максима Финского По информации Мосгорсуда, в отношении Максима Финского возбуждено уголовное дело по части 4 ст. 159 УК РФ («Мошенничество, совершённое организованной группой либо в особо крупном размере»). По нашим сведениям, поводом для расследования стало заявление банка ВТБ по поводу непогашенного кредита, выданного канадской компании White Tiger Gold, контролируемой Максимом Финским, а оперативное сопровождение дела осуществляет ФСБ России. В середине апреля Финского поместили в СИЗО «Лефортово», но там он провел около недели и был переведен под домашний арест.",В Минске задержали российского бизнесмена Максима Финского,ВТБ,1,gpt-4.1,1,0.85,ok
ml_000494,"ЦБ предупредил о хакерских атаках с использованием Системы быстрых платежей ЦБ указывает на возможность массовых «переборов идентификаторов клиентов». Представитель ВТБ уточнил, что мошенники звонят своим жертвам, представляясь реальными работниками банка, и пытаются узнать код из СМС для списания денег, которое было инициировано самими же мошенниками. Собеседник СБП утверждает, что значимость этого вида мошенничества сильно преувеличена.",ЦБ предупредил о хакерских атаках с использованием Системы быстрых платежей,ВТБ,1,gpt-4.1,1,0.95,ok
ml_000495,"ЦБ оштрафовал Сбербанк Центробанк назначил Сбербанку штраф за неподключение к системе быстрых платежей. Об этом сообщила глава ЦБ Эльвира Набиуллина, выступая в Совете Федерации.",ЦБ оштрафовал Сбербанк,Сбербанк,1,gpt-4.1,1,0.9,ok
ml_000496,"Вассерман: США хотят остаться самой большой лягушкой в мировом болоте И. ИЗМАЙЛОВ: К следующей теме перейдём. Вечером пришла новость: «Альфа-банк» уведомил кредиторов «Уралвагонзавода» о намерении подать заявление о банкротстве компании. Сообщили информагентства, Интерфакс, в частности.",Вассерман: США хотят остаться самой большой лягушкой в мировом болоте,Альфа-Банк,0,gpt-4.1,1,0.85,ok
ml_000497,"iPhone, как приманка: «Сбербанк» опустился до рекламы ставок на спорт Смыв денег в унитаз хитро прикрыт дорогими подарками. «Зеленый банк» в прошлом году вышел на рекордную прибыль, тем не менее, команде Германа Грефа по-прежнему не хватает денег.","iPhone, как приманка: «Сбербанк» опустился до рекламы ставок на спорт",Сбербанк,0,gpt-4.1,0,0.95,ok
ml_000498,"В работе «Сбербанк онлайн» произошел сбой Пользователи сервиса «Сбербанк онлайн» сообщают о проблемах в его работе, сообщает ТАСС со ссылкой на портала Downdetector. В колл-центре банка подтвердили, что «сейчас могут возникать трудности со входом в «Сбербанк онлайн».",В работе «Сбербанк онлайн» произошел сбой,Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000499,"Россия заняла второе место в мире по числу утечек в банковском секторе В конце апреля глобальная сеть передачи финансовых сообщений SWIFT предупредила своих клиентов о произошедших недавно киберинцидентах, в ходе которых рассылались мошеннические сообщения. Осенью прошлого года злоумышленники обрушили на Сбербанк, ВТБ и Банк Москвы сильнейшие DDoS-атаки, сообщал старший вице-президент, руководитель департамента информационных технологий ВТБ Дмитрий Назипов. За прекращение атак они требовали биткоины.",Россия заняла второе место в мире по числу утечек в банковском секторе,ВТБ,0,gpt-4.1,1,1.0,ok
ml_000500,"Клиенты Росбанка сообщили о масштабном сбое в работе сервисов банка «Вчера вечером наладили процесс, но сегодня ночью опять произошел сбой, и операции опять не проходят», — пояснил он. Росбанк в конце минувшей недели предупредил, что платежи по картам Mastercard будут недоступны 14 ноября 2019 года с 13:00 до 16:00 мск в связи с техническими работами. Также будут недоступны платежи по корпоративным картам.",Клиенты Росбанка сообщили о масштабном сбое в работе сервисов банка,Росбанк,1,gpt-4.1,1,0.96,ok
ml_000502,Сбербанк признал повторное списание средств со счетов клиентов Сбербанк в конце прошлой недели повторно списал средства со счетов некоторых владельцев карт. Об этом сообщает «Интерфакс» со ссылкой на пресс-службу крупнейшей российской финорганизации.,Сбербанк признал повторное списание средств со счетов клиентов,Сбербанк,0,gpt-4.1,1,0.95,ok
ml_000503,"Запятнанная история В некоторых банках есть ручной контроль. По словам Романа Божьева, специалиста управления розничными рисками ОАО «Альфа-Банк», если, к примеру, просрочка возникла не по вине клиента (ошибка банкомата, задержки со стороны компаний, осуществляющих перевод денег), то информация о такой просрочке изымается из БКИ. Аналогичная технология применяется и в Городском ипотечном банке.",Запятнанная история,Альфа-Банк,0,gpt-4.1,0,0.95,ok
ml_000504,"Авиакомпанию S7 перезаложили из Сбербанка в Альфа-банк Владельцы авиакомпании S7 (бывшая ""Сибирь""), которые в начале 2010 года вывели контрольный пакет авиакомпании из-под залога Сбербанка, вновь заложили более 50 процентов акций компании. Об этом пишет газета ""Коммерсант"".",Авиакомпанию S7 перезаложили из Сбербанка в Альфа-банк,Альфа-Банк,0,gpt-4.1,0,0.95,ok
ml_000505,"Совладелец авиакомпании S7 купил контрольный пакет «Трансаэро» В S7 заявили, что у неё есть план урегулирования отношений с кредиторами проблемной авиакомпании. Сейчас банкротства «Трансаэро» через суд добиваются Сбербанк и Альфа-банк. Выдавали кредиты авиаперевозчику также ВТБ и Промсвязьбанк.",Совладелец авиакомпании S7 купил контрольный пакет «Трансаэро»,Сбербанк,0,gpt-4.1,1,0.8,ok
ml_000507,"Установлены причастные к распространению дезинформации о сбоях в работе банков Отмечается, что по результатам проверки будет принято процессуальное решение в соответствии с действующим законодательством. Ранее 9 июня СМИ со ссылкой на call-центр Сбербанка сообщили, что его клиенты испытывают трудности при оплате в терминалах и через «Сбербанк Онлайн». В Сбербанке указали, что технический сбой затронул менее десяти процентов операций по картам.",Установлены причастные к распространению дезинформации о сбоях в работе банков,Сбербанк,1,gpt-4.1,1,0.95,ok
