sample_id,event_group_id,split,text_fragment,title,entity_norm,found_risk_keywords,source,published_year,published_month,alert_flag,risk_type_4cls
ml_000514,eg_000469,valid,"Санкции в отношении банка ВТБ не повлияли на работу его белорусской ""дочки"" /Корр. ИТАР-ТАСС Юрий Шамшур/. ЗАО Банк ВТБ (Беларусь) продолжает работу в плановом режиме. Об этом заявили сегодня ИТАР-ТАСС в белорусском банке, комментируя введение США и ЕС санкций в отношении российского ОАО ""Банк ВТБ"".","Санкции в отношении банка ВТБ не повлияли на работу его белорусской ""дочки""",ВТБ,санкции,ods_tass,2014,8,1,regulatory_risk
ml_000515,eg_000470,train,"""Мечел"" надеется через один-три года улучшить финпоказатели Чистый долг ""Мечела"" составляет около 8 миллиардов долларов, значительная часть задолженности приходится на три крупнейших российских банка. ВТБ и Сбербанк подали иск к ""Мечелу"" в Арбитражный суд Москвы. Читайте интервью полностью >>","""Мечел"" надеется через один-три года улучшить финпоказатели",ВТБ,иск; суд,buriy,2014,10,0,no_risk
ml_000516,eg_000471,valid,"Сотрудника Сбербанка в Магадане осудили условно за мошенничество Магаданский городской суд осудил условно на четыре года бывшего сотрудника Сбербанка, признанного виновным в мошенничестве в особо крупном размере. Об этом в пятницу сообщила пресс-служба прокуратуры Магаданской области. n""Судом установлено, что 31-летний житель Магадана, работая в ПАО ""Сбербанк"", имел полномочия по обслуживанию физических лиц, в том числе по проведению операций, связанных с обслуживанием банковских карт. Подсудимый неоднократно проводил расходные операции со счетов клиентов, переводил денежные средства через открытые им счета на несуществующих клиентов, а затем распоряжался деньгами по своему усмотрению.",Сотрудника Сбербанка в Магадане осудили условно за мошенничество,Сбербанк,мошенничество,ods_tass,2018,3,1,cyber_risk
ml_000517,eg_000472,valid,"Эксперт: санкции ухудшат отношения, но не разрешат кризис на Украине Евросоюз с 12 сентября в рамках новой волны санкций ограничил доступ к европейским рынкам капитала для российских компаний ""Оборонпром"", ОАК, ""Уралвагонзавод"", ""Роснефть"", ""Транснефть"" и ""Газпромнефть"". Запрещено предоставлять им, а также крупнейшим российским финансовым институтам (Сбербанк, ВТБ, Газпромбанк, Россельхозбанк и Внешэкономбанк), новое финансирование на срок более 30 дней. Как США и Евросоюз ввели санкции против российских политиков и бизнесменов США и ЕС не признают присоединения Крыма к России и обвиняют Москву во вмешательстве в дела Украины.","Эксперт: санкции ухудшат отношения, но не разрешат кризис на Украине",Газпромбанк,санкции,buriy,2014,9,0,no_risk
ml_000518,eg_000473,train,"Полиция задержала еще двух сотрудников ""дочки"" Татфондбанка по подозрению в хищении денег Функции временной администрации по управлению банком сроком на шесть месяцев ЦБ возложил на Агентство по страхованию вкладов (АСВ). По решению АСВ возмещение по вкладам (сумма которых не превышает 1,4 млн руб.) было возложено на Сбербанк, ВТБ 24, Россельхозбанк, банки ""ФК Открытие"" и ""Ак Барс"", выплаты вкладчикам начались с 26 декабря.","Полиция задержала еще двух сотрудников ""дочки"" Татфондбанка по подозрению в хищении денег",Россельхозбанк,мошенничество,ods_tass,2017,2,0,no_risk
ml_000519,eg_000474,train,"Ольшанский: Объединение Германии могло кормить СССР несколько лет Это просто очень богатые люди, которые создали себе очень большой ресурс, пока управляли Украиной. И понятно, что они этот ресурс держали, у них тоже есть Сбербанк России, но кроме него у них тоже что-то есть. Говоря по-московски, деньги держали не в Сбербанке.",Ольшанский: Объединение Германии могло кормить СССР несколько лет,Сбербанк,сбой,buriy,2015,2,0,no_risk
ml_000520,eg_000475,train,"НБУ получил документы от покупателей ""дочки"" российского Сбербанка Сбербанк 27 марта объявил о продаже 100% акций дочернего ПАО ""Сбербанк"" (Украина) консорциуму с участием латвийского банка и белорусской компании. nПод давлением радикаловnПод давлением националистов, заблокировавших ранее несколько отделений ""дочек"" российских банков, президент Украины Петр Порошенко 16 марта ввел в действие санкции в отношении пяти банков с российским капиталом (Сбербанк, Проминвестбанк, ВТБ, БМ Банк и VS Bank) сроком на год. Санкции предполагают запрет на вывод средств за пределы Украины, а также на выплату дивидендов, процентов, возвращение межбанковских депозитов и кредитов, средств из корреспондентских счетов субординированного долга.","НБУ получил документы от покупателей ""дочки"" российского Сбербанка",ВТБ,санкции,ods_tass,2017,4,0,no_risk
ml_000521,eg_000476,valid,"Вечерний обзор IT-новостей 21 ноября Делают то, чего обычным смертным не дано. С 20 по 22 ноября в Москве проходит инвестиционный форум «Россия зовёт!», его организует «ВТБ Капитал». Вчера среди серьёзных дядек (и небольшого количества тётек) на серьёзные вопросы отвечал сооснователь «Яндекса» Аркадий Волож, сегодня — гендиректор компании Елена Бунина.",Вечерний обзор IT-новостей 21 ноября,ВТБ,взломали,telegram_contest,2019,11,0,no_risk
ml_000522,eg_000477,test,"The Financial Times: Россия боится китайской аннексии Забайкалья Издание Forbes писало, Китай не так уж и ""влюблен"" в Россию. Во втором крупнейшем кредитном банке России ""ВТБ"" говорят, что китайские банки отказываются вести с ним дела. И причиной этого стали западные санкции против ""ВТБ"".",The Financial Times: Россия боится китайской аннексии Забайкалья,ВТБ,санкции,buriy,2015,6,0,no_risk
ml_000523,eg_000478,train,"Росбанк сообщил о проблемах при операциях по картам На территории России с пятницы, 15 ноября, все клиенты Росбанка столкнулись с трудностями при проведении любых операций по картам из-за сбоя в системе организации. Однако, представитель банка заявил, что велись плановые работы по «усовершенствованию технических средств», сообщает РБК.",Росбанк сообщил о проблемах при операциях по картам,Росбанк,сбой; перебои в работе,telegram_contest,2019,11,1,operational_risk
ml_000524,eg_000479,test,"Россия введет в обращение монету-четвертак В частности, будут выпущены монеты номиналом 3, 50, 100 и 1000 рублей. Ранее сообщалось, что Сбербанк намерен получить миллиард рублей чистой прибыли от программы реализации монет, посвященных Олимпийским играм 2014 года в Сочи. Сбербанк, напомним, является обладателем эксклюзивного права на реализацию драгоценных монет с олимпийской символикой.",Россия введет в обращение монету-четвертак,Сбербанк,,lenta,2011,4,0,no_risk
ml_000525,eg_000480,valid,"Замминистра промышленности РФ: ""Мечел"" не обращался в Минпромторг за госгарантиями nПо данным на 20 апреля 2015 года долг ""Мечела"" составлял $7 млрд. Около 70% от общего долга компании приходится на Газпромбанк, Сбербанк и ВТБ. Кредиторы настаивают на смене менеджмента и контроле в операционных компаниях, которые получали кредиты.","Замминистра промышленности РФ: ""Мечел"" не обращался в Минпромторг за госгарантиями",Газпромбанк,,ods_tass,2015,5,0,no_risk
ml_000526,eg_000120,valid,"Песков заявил об остуствии сроков ввода ответны мер на санкции ЕС и США Ограничения также касаются экспорта в Россию товаров и технологий двойного назначения, которые могут быть использованы, как в гражданской, так и в оборонной промышленности, технологий и оборудования, необходимых для освоения шельфовых месторождений, а также доступа к рынкам капитала. Под санкциями оказались, в частности Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк, а также «Роснефть», «Транснефть», «Газпром нефть», «Уралвагонзавод», Объединенная авиационная корпорация и холдинг «Оборонпром». Гражданам стран ЕС и европейским компаниям запрещено совершать операции с их ценными бумагами сроком обращения свыше 30 дней.",Песков заявил об остуствии сроков ввода ответны мер на санкции ЕС и США,Россельхозбанк,санкции; ограничения,buriy,2014,9,0,no_risk
ml_000527,eg_000481,train,"Глава Минстроя рассказал, как государство поддержит ипотечников Получается, продукт для избранных? М. МЕНЬ: Если честно, то у нас, к сожалению, действительно, вообще ипотекой в принципе, занимается достаточно не много банков, и основной рынок держат банки с государственным капиталом – это «Сберегательный банк», «ВТБ», «Газпромбанк» и ещё небольшое количество банков, которые в меньшей степени закрывают рынок, чем те, которые я перечислил. То, что касается этой программы, которая субсидирует процентную ставку до 12%.","Глава Минстроя рассказал, как государство поддержит ипотечников",ВТБ,не работает,buriy,2015,3,0,no_risk
ml_000528,eg_000482,test,"Ряд частных банков снизил ставки по вкладам В частности, по непополняемым вкладам сроком на 550 дней ставки снижены с 17,6-18 процентов годовых до 15,6-16 процентов, на два и три года — с 17,6-18 процентов до 14,6-15 процентов. Во вторник, 23 декабря, ставки понизили «МДМ банк», «Русский стандарт» и Совкомбанк. Так, МДМ снизил на 3 процентных пункта ставку флагманского рублевого вклада «Лидер» сроком на 540 дней — до 18 процентов, на 744 и 1095 дней — до 16 процентов.",Ряд частных банков снизил ставки по вкладам,Совкомбанк,,lenta,2014,12,0,no_risk
ml_000529,eg_000483,train,"СМИ узнали о техническом сбое в Сбербанке В самом Сбербанке пока не прокомментировали распространенную информацию. Система «Сбербанк Онлайн» работает в обычном режиме, без перебоев. До этого технические сбои в работе Сбербанка происходили в феврале и августе этого года.",СМИ узнали о техническом сбое в Сбербанке,Сбербанк,сбой,lenta,2013,11,0,no_risk
ml_000530,eg_000484,train,"Альфа-банк увеличивает судебные требования к «Стройгазконсалтингу» Арбитражный суд Москвы зарегистрировал 27 января еще два иска Альфа-банка к строительной компании Руслана Байсарова и Зияда Манасира на общую сумму 2 млрд руб., следует из материалов суда. Ранее арбитраж принял к производству два иска банка к компании на 1,4 млрд руб.",Альфа-банк увеличивает судебные требования к «Стройгазконсалтингу»,Альфа-Банк,суд,buriy,2015,1,0,no_risk
ml_000531,eg_000485,test,"Глава УК Газпромбанка: мы ставим на рынок рублевых облигаций О том, почему будущее российского финансового рынка зависит от розничных инвесторов и как за время кризиса изменились их предпочтения, почему рынок делает ставку на рублевые облигации и есть ли у управляющих компаний место на рынке пенсионных денег, в интервью ТАСС рассказал гендиректор ""Газпромбанк – Управление активами"" Алексей Антонюк. n— Алексей, для начала хотелось бы четко определить, что из себя представляет ваша клиентская база? — С точки зрения коллективных инвестиций и ПИФов наши клиенты в подавляющем большинстве физические лица.",Глава УК Газпромбанка: мы ставим на рынок рублевых облигаций,Газпромбанк,клиентская база,ods_tass,2017,9,0,no_risk
ml_000532,eg_000486,train,"Пермяки незаконно получили кредит и продали залоговый автомобиль Приговор был вынесен в Ленинском районном суде Перми, рассказывает пресс-служба краевой прокуратуры. В сентябре 2012 года двое подсудимых сговорились получить на одного из них автокредит в ЗАО «Банк ВТБ 24», не планируя погашать перед банком долговые обязательства. Они представили в банк не соответствующие действительности сведения о зарплате и месте работы заемщика, в итоге кредит был оформлен.",Пермяки незаконно получили кредит и продали залоговый автомобиль,ВТБ,мошенничество,buriy,2015,3,0,no_risk
ml_000533,eg_000487,train,"Арбитраж взыскал с «Мечела» 3 миллиарда рублей в пользу ВТБ Арбитражный суд Москвы в пятницу, 5 декабря, взыскал с горно-металлургической компании «Мечел» почти 3 миллиарда рублей по иску ВТБ. Об этом сообщают РИА Новости.",Арбитраж взыскал с «Мечела» 3 миллиарда рублей в пользу ВТБ,ВТБ,суд,lenta,2014,12,0,no_risk
ml_000534,eg_000025,train,"Под новые санкции Японии попали Сбербанк, ВТБ и Газпромбанк Правительство Японии ввело ограничения на операции с ценными бумагами Сбербанка, Внешэкономбанка, ВТБ, Газпромбанка и Россельхозбанка. Список финансовых учреждений, которые попали под новые санкции в отношении России в связи с ситуацией в Украине, распространил МИД Японии, передает Прайм.","Под новые санкции Японии попали Сбербанк, ВТБ и Газпромбанк",Газпромбанк,санкции; ограничения,buriy,2014,9,1,regulatory_risk
ml_000535,eg_000094,train,"Порошенко призвали запретить работу российских банков на Украине 16 сентября Киев ввел санкции в отношении 105 российских юридических лиц. В этом списке оказались, в частности, кредитные учреждения — Газпромбанк, Россельхозбанк и Банк Москвы. Между тем, по данным ТАСС, зампред правления ВТБ Герберт Моос в ходе конференц-колла в понедельник, 28 сентября, заявил, что не считает возможным введение санкций в отношении украинской «дочки» этого российского госбанка.",Порошенко призвали запретить работу российских банков на Украине,Россельхозбанк,санкции,lenta,2015,9,1,regulatory_risk
ml_000536,eg_000488,train,"Сбербанку понадобились биометрические данные клиентов Сбербанк начал собирать биометрические данные клиентов на собственной платформе. Как сообщает РИА Новости, клиенты могут сдать голосовые данные в отделении банка или через call-центр.",Сбербанку понадобились биометрические данные клиентов,Сбербанк,данные клиентов,lenta,2018,10,0,no_risk
ml_000537,eg_000489,train,"В ВТБ заявили, что личные данные клиентов не попадали в открытый доступ МОСКВА, 17 июля. /ТАСС/.","В ВТБ заявили, что личные данные клиентов не попадали в открытый доступ",ВТБ,данные клиентов,ods_tass,2018,7,1,cyber_risk
ml_000538,eg_000490,train,"В коттеджном поселке «Прайд» заложили фундамент для новых домов На сегодняшний день в КП «Прайд» можно приобрести готовые дома площадью 196 кв. м. Среди банков-партнеров застройщика ПАО Сбербанк, банк Санкт-Петербург, ВТБ 24, Ак Барс и Связьбанк. Клубный коттеджный поселок «Прайд» возводится в 2 очереди с датой ввода конец 2016 г и конец 2017 г соответственно.",В коттеджном поселке «Прайд» заложили фундамент для новых домов,Банк Санкт-Петербург,,taiga_fontanka,2016,8,0,no_risk
ml_000539,eg_000491,train,"Последняя история, или «доктор, исцели себя сам» - 6 В понедельник же в префектуре узнали, какие бумаги необходимы для подачи, и сдали всё в тот же день. Немного удивил наш Росбанк (который совместный с Société Générale) тем, что менеджер согласился написать текст на русском и английском, а использовать присланный ему текст на французском категорически отказался, так как «у нас по-французски нельзя». А это важный момент, в таком случае требовался перевод текста на французский у специально сертифицированного переводчика.","Последняя история, или «доктор, исцели себя сам» - 6",Росбанк,не работает,buriy,2015,6,0,no_risk
ml_000540,eg_000492,valid,"Бунты рабочих «Газпрома» и черная икра для медиков. Главные апрельские герои и антигерои времен пандемии На месторождении работают более 30 подрядчиков, некоторая часть компаний принадлежит «Газпрому». 2. Только 20 апреля первые кредиты на выплату зарплат сотрудникам малого и среднего бизнеса начал выдавать «Банк ВТБ». Планируется, что объем первых сделок составит 2 млрд рублей.",Бунты рабочих «Газпрома» и черная икра для медиков. Главные апрельские герои и антигерои времен пандемии,ВТБ,недоступен,telegram_contest,2020,5,0,no_risk
ml_000541,eg_000493,train,"Газпромбанк перенес выход на биржу на неопределенное время Газпромбанк, третья по величине кредитная организация в России, перенес публичное размещение акций на бирже (IPO) с конца 2008-го - начала 2009 года до того времени, когда конъюнктура на рынке улучшится. Об этом сообщает ""Интерфакс"" со ссылкой на заместителя председателя правления банка Александра Соболя.",Газпромбанк перенес выход на биржу на неопределенное время,Газпромбанк,,lenta,2008,7,0,no_risk
ml_000542,eg_000494,valid,"ВТБ подал иск к «Мечелу» на 50 млрд руб. По состоянию на 1 декабря долг «Мечела» перед кредиторами составил $6,698 млрд. ВТБ является одним из крупнейших кредиторов компании – на ВТБ, Газпромбанк и Сбербанк России приходится более половины долгов «Мечела». Кредиторы настаивают на конвертации долга компании в акции, но основной собственник «Мечела» Игорь Зюзин выступает против такой схемы.",ВТБ подал иск к «Мечелу» на 50 млрд руб.,Сбербанк,иск,buriy,2015,2,0,no_risk
ml_000543,eg_000495,train,"Имущество осужденного в России водочного короля нашли на острове Мэн Банк ВТБ получил информацию о вероятном нахождении имущества Сабадаша на острове Мэн. Это владение Британии в Ирландском море, славится старейшим парламентом в мире и является одним из крупнейших офшоров Европы, сообщает «Фонтанка».",Имущество осужденного в России водочного короля нашли на острове Мэн,ВТБ,хищение,lenta,2018,2,0,no_risk
ml_000544,eg_000496,train,"ВТБ подтвердил утечку неактуальных данных части клиентов ВТБ заявил, что в сеть утекли неактуальные данные клиентов, сообщает телеканал «360». Однако в компании заверили, что информационной безопасности клиентов ничего не угрожает, так как данные, попавшие в широкий доступ, не содержат необходимых данных для доступа к счетам.",ВТБ подтвердил утечку неактуальных данных части клиентов,ВТБ,данные клиентов,telegram_contest,2019,11,1,cyber_risk
ml_000545,eg_000204,train,"Средняя максимальная ставка по рублевым вкладам в первой декаде декабря выросла до 10,58% Регулятор рекомендует банкам привлекать средства населения не дороже чем значение этой ставки плюс 2% пункта. nВ число банков, по которым проводится мониторинг максимальной ставки по вкладам, входят Сбербанк России, ВТБ24, Банк Москвы, Райффайзенбанк, Газпромбанк, Ханты-Мансийский банк ""Открытие"", Альфа-банк, ХКФ-банк, Промсвязьбанк и Россельхозбанк.","Средняя максимальная ставка по рублевым вкладам в первой декаде декабря выросла до 10,58%",Газпромбанк,регулятор,ods_tass,2014,12,0,no_risk
ml_000546,eg_000497,train,"В Волгограде обыскали приемную депутата Михеева Михеева также подозревают в отказе вернуть «Номос-банку» кредит на 170 миллионов рублей и попытке присвоить около двух миллиардов рублей «Промсвязьбанка». Михеев в свою очередь утверждает, что это наоборот «Промсвязьбанк» должен ему деньги, а его уголовное преследование политически мотивировано. По мнению депутата, за возбуждением дела стоит бенефициар «Промсвязьбанка» сенатор Дмитрий Ананьев.",В Волгограде обыскали приемную депутата Михеева,Промсвязьбанк,мошенничество,lenta,2013,4,0,no_risk
ml_000547,eg_000498,train,"ЕС объявил о введении новых санкций, Россия пообещала асимметричный ответ Компании будут ""определять способы внедрения лучших технологических решений для повышения рентабельности и эффективности разработки месторождений"", - говорилось в их совместном релизе от 10 сентября. По данным WSJ, в список госбанков, попавших под ограничения, могут быть включены Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк. Для них это не первые европейские санкции.","ЕС объявил о введении новых санкций, Россия пообещала асимметричный ответ",Россельхозбанк,ограничения; санкции,buriy,2014,9,0,no_risk
ml_000548,eg_000499,valid,Греф назвал суровым уроком утечку данных Сбербанка и пообещал повысить безопасность Руководство банка извинилось перед клиентами за случившееся и пообещало усилить системы контроля. #Банки #Сбербанк #Утечка,Греф назвал суровым уроком утечку данных Сбербанка и пообещал повысить безопасность,Сбербанк,утечка,telegram_contest,2019,11,1,cyber_risk
ml_000549,eg_000500,train,"Сбербанк не зафиксировал массовых звонков мошенников от имени банка СОЧИ, 15 февраля. /ТАСС/.",Сбербанк не зафиксировал массовых звонков мошенников от имени банка,Сбербанк,от имени банка,ods_tass,2019,2,0,no_risk
ml_000550,eg_000501,test,"Банк России опубликовал карту точек банковского обслуживания, где можно сдать биометрию Еще через неделю - в банке ""Тинькофф"", Альфа-банке и Газпромбанке. Сбербанк заявлял, что начнет сбор данных клиентов к сентябрю. К концу года биометрия должна появиться в 4000 офисах кредитных организаций, а полностью система будет развернута к концу 2019 года.","Банк России опубликовал карту точек банковского обслуживания, где можно сдать биометрию",Сбербанк,персональные данные,ods_tass,2018,10,0,no_risk
ml_000551,eg_000355,train,"Банковские вклады будут массово блокироваться – Инициатива министра МВД ставит под угрозу «бедные» накопления россиян Это и сейчас происходит в случае, если банк подозревает мошенничество и другие нарушения. Например, Тинькофф или Альфа-Банк, которые блокируют в том числе счета бизнесменов, в том числе и незаконно. Однако, если у органов будет доступ к таким данным, счета будут замораживаться и ожидать длительной проверки.",Банковские вклады будут массово блокироваться – Инициатива министра МВД ставит под угрозу «бедные» накопления россиян,Альфа-Банк,мошенничество,telegram_contest,2020,4,0,no_risk
ml_000552,eg_000123,train,"РБК: банки запрещают сотрудникам фотографировать экраны рабочих компьютеров Правило должно помочь бороться с мошенничеством и обезопасить данные клиентов от утечек, сообщаетnРБКnсо ссылкой на представителей крупных банков. nТак, о том, что сотрудникам запрещено фотографировать экран компьютера на рабочем месте, РБК сообщил председатель правления банка ""Юникредит"" Михаил Алексеев, а также представители ""ФК Открытие"" и ВТБ. nДиректор департамента информационной безопасности ""ФК Открытие"" Владимир Журавлев рассказал РБК, что фотографии данных клиентов могут быть использованы для изготовления поддельных документов, а также в мошеннических схемах.",РБК: банки запрещают сотрудникам фотографировать экраны рабочих компьютеров,ВТБ,данные клиентов,ods_tass,2019,6,0,no_risk
ml_000553,eg_000502,test,"Обзор прессы за 21 мая 2015 года Валютная ипотека пристраивается к судам От переговоров с властями о судьбе валютных ипотечных заемщиков, переставших в кризис справляться со своими обязательствами, банки начали переходить к судебным разбирательствам. Первые иски уже поступили в суд, пионерами взыскания средств с заемщиков стали Райффайзенбанк и Собинбанк. Их примеру готовятся последовать еще ряд крупных банков, работающих на рынке валютной ипотеки.",Обзор прессы за 21 мая 2015 года,Райффайзенбанк,хакеры,buriy,2015,5,0,no_risk
ml_000554,eg_000503,train,"Альфа-банк устранил сбой с обслуживанием пластиковых карт Альфа-банк устранил технический сбой, из-за которого днем 27 декабря держатели карт банка не могли ими воспользоваться. Об этом «Фонтанке» сообщила пресс-секретарь Альфа-банка Жанна Каплун.",Альфа-банк устранил сбой с обслуживанием пластиковых карт,Альфа-Банк,сбой; технический сбой,taiga_fontanka,2014,12,1,operational_risk
ml_000555,eg_000504,train,"Сбербанк оценил потери экономики от кибератак в 600 миллиардов рублей В конце апреля глобальная сеть передачи финансовых сообщений SWIFT предупредила своих клиентов о произошедших недавно киберинцидентах, в ходе которых рассылались мошеннические сообщения. Осенью прошлого года злоумышленники обрушили на Сбербанк, ВТБ и Банк Москвы сильнейшие DDoS-атаки. За прекращение атак они требовали биткоины.",Сбербанк оценил потери экономики от кибератак в 600 миллиардов рублей,ВТБ,злоумышленники,lenta,2016,6,1,cyber_risk
ml_000556,eg_000505,train,"Мединский ответил на вопрос о возможной отставке Кехмана nПредставитель Сбербанка, который инициировал банкротство Кехмана в России, настаивал, что в Англии не были учтены все кредиторы, поэтому признание решения английского суда лишает других российских кредиторов права собственности. Сбербанк также обратил внимание суда на то, что Кехман не занимался хозяйственной деятельностью на территории Англии, вывез 200 тысяч фунтов в другую страну с нарушением закона, чтобы обратиться в иностранный суд о признании его банкротом. nВ начале сентября Кехман подал кассационную жалобу на отказ арбитражного суда Санкт-Петербурга и Ленинградской области в признании его банкротом по решению Высокого суда правосудия Англии.",Мединский ответил на вопрос о возможной отставке Кехмана,Сбербанк,суд,ods_tass,2016,9,0,no_risk
ml_000557,eg_000506,valid,"Нацбанк Украины ввел санкции против «дочек» российских банков 19 марта замглавы НБУ Екатерина Рожкова заявила, что все банки с российским государственным капиталом на Украине ведут переговоры о возможной продаже бизнеса. 16 марта президент Украины утвердил санкции против пяти украинских банков с российским капиталом — это Сбербанк, Виесте Банк, Акционерный коммерческий промышленно-инвестиционный банк, ВТБ, БМ Банк. 7 марта Сбербанк России сообщил о начале обслуживания клиентов по паспортам самопровозглашенных Донецкой и Луганской народных республик.",Нацбанк Украины ввел санкции против «дочек» российских банков,Сбербанк,санкции,lenta,2017,3,1,regulatory_risk
ml_000558,eg_000507,train,"""Райффайзенбанк"" внедрил СХД Violin Memory «Райффайзенбанк» перевел более 200 офисов на работу по технологии виртуального десктопа из двух дата-центров в Москве. По отзыву банка, это позволило повысить надежность и снизить издержки бизнеса.","""Райффайзенбанк"" внедрил СХД Violin Memory",Райффайзенбанк,,buriy,2014,9,0,no_risk
ml_000559,eg_000508,train,"Крымкэш Банк также эмитирует кредитные карты, но с ограничением: они не могут использоваться для интернет-платежей. К международным платежным системам Генбанк подключен через московский Росбанк — «дочку» французской группы Societe Generale. Генбанк контролирует противоречивый российский банкир Евгений Двоскин.",Крымкэш,Росбанк,мошенничество,buriy,2015,5,0,no_risk
ml_000560,eg_000509,valid,"Совет безопасности России решил создать центр борьбы с киберугрозами в финансовой сфере Создавать собственные центры реагирования затратно, от создания единого центра реагирования выиграл бы весь рынок, уверен он. Дело в том, что атаки повторяются: опробовав метод на одном банке, злоумышленники затем атакуют следующие, объясняет менеджер одной из IT-компаний, обслуживающих Сбербанк. Скорейшее появление FinCERT (в идеале он должен быть создан совместно Центробанком, ФСБ и МВД) чрезвычайно важно для банковской сферы ей сейчас непросто бороться с киберпреступниками, уверен гендиректор Digital Security (анализирует защищенность информационных систем) Илья Медведовский.",Совет безопасности России решил создать центр борьбы с киберугрозами в финансовой сфере,Сбербанк,злоумышленники,buriy,2015,1,0,no_risk
ml_000561,eg_000510,test,"Беглых олигархов пообещали достать за рубежом БНА был образован летом прошлого года на базе проходящего санацию (процедуру финансового оздоровления) банка «Траст». Его задача заключается в выкупе некачественных активов (кредитов и пакетов акций) у трех банков, тоже проходящих санацию ЦБ — «ФК Открытие», Бинбанка и Промсвязьбанка — и взыскании задолженности по ним. Претензии к O1 Group (владеет строительными компаниями и негосударственными пенсионными фондами) касаются сделок по приобретению облигаций «О1 Груп Финанс» (дочерней компании O1 Group).",Беглых олигархов пообещали достать за рубежом,Банк Открытие,,lenta,2019,2,0,no_risk
